20	"NIJE DA SE VOLIM MIJEŠATI U OVAKO JAVNE RASPRAVE GDJE SVATKO IMA PRAVO NA SVOJE MIŠLJENJE ALI MORAM DATI REPLIKU ONIM, KOJIMA NAČELA, OSOBNOST, SEKSUALNOST I ZIVOTNI STAVOVI POSTAJU RAZLOGOM DEMANTIRANJA NEČIJEG PRAVA NA MISAO I TOTALITARIZMA KAO NAMETANJA VLASTITOG STAVA NAD TUĐIM I TIME UZDIZATI SEBE NAD DRUGIM. ""Neka prvi baci kamen tko je bez grijeha"". DOK JE LJUDI BIT ĆE SVINJARIJA, GOVNARIA, PRIČA, PRIČICA, PREPRICAVANJA, PREPUCAVANJA, NAGADANJA, I SVIH ONIH LJUDSKIH BESMISLENIH OSOBINA KOJIMA SE MI ISTI LJUDI VOLIMO ISPUNJAVATI U NAŠIM PODASVE NEISPUNJENIM ŽIVOTIMA, PUNIH NESIGURNOSTI, NEDOREČENOSTI, PROPUSTA I ŽELJA. JELI ČOVJEK MJERODAVAN DATI SAVJET ČOVJEKU TADA KADA NAM I BIBLIJA KAŽE:"" Ne vjeruj drugom čovjeku"". JESMO LI DANAS SVI POMALO I PEDERI I LUZERI I LEZBIJKE I KURVE, A DA TOGA NISMO NI SVIJESNI ZBOG OGROMNE BRIGE KOJOJ POSVEĆUJEMO NASIM OPREZOM KAKO SE PREDSTAVITI JAVNOSTI, ŠTO ČINITI, KAKO GOVORITI, KAKO DJELOVATI, KIME SE DICITI, CIME SE BAVITI, A OD LJUDSKOSTI NAM JE OSTALA SAMO OVA TITULA BEZ POKRIĆA ZVANA: ČOVJEKOM! SVAKAKO BIH K TOMU DODAO KAKO POZNAJEM PUNO PEDERA, A MALO GEJEVA TE KAKO MI JE OVA DRUGA KATEGORIJA TEŠKO USPOREDIVA SA PRVOM OD KOJE NADALEKO BJEŽIM! ZAVRŠIO BIH OVU DEBATU SLJEDEĆIM ZAKLJUČKOM U KOJEM ZBILJA NIJE PRESUDNO KOJIM SI OBLIKOM SEKSUALNOSTI OPCINJEN, ZAINTERESIRAN ILI U LJUBAVI VEĆ TIME DA JE NELJUDSKOST, MRŽNJA IZ BILO KOJEG POVODA ILI SAMA ZADRTOST OPASNA DIJAGNOZA KOJOJ ZBILJA NEMA LIJEKA I SVRSTAO BIH JU MEĐU OPAKIM NEIZLJECIVIM BOLESTIMA."	Other offensive	Offensive	Other	lgbt
21	pogle se kako izgledas kretencino bolesnaa vjerovatno te se sramo cijela obitelj ako i oni nisu bolesni kao ti bilo bi onda najbolje da se svi zajedno ubijete smeca smrdljiva aa ne da sramotite hrvatsku	Background violence	Acceptable	Commenter	lgbt
22	To djeco cvijeca...vodite ljubav,a ne rat	Acceptable speech	Acceptable	No target	lgbt
23	Za bolesnu dicu nema novaca a za skupa osiguranja ima dobro je govoria pokojni spaic na jedan otok al potuc ih iz mitraljeza ka macice	Background violence	Acceptable	Topic	lgbt
24	jedi te govna	Background offensive	Offensive	Topic	lgbt
25	Sramota koliko je novaca potroseno ,a narod kopa po kontenjerima.	Background offensive	Offensive	Topic	lgbt
26	Prestanite nam mazati nos svojim seksualnim orijentacijama i zivite svoj zivot...koga briga za vas ponos ili vas zivot...bitni su vam prijatelji i obitelj....sta koga briga ko koga.....ne kuzim poantu ovog cirkusiranja.....	Background offensive	Offensive	Topic	lgbt
27	Zašto mržnja? Luca Simone	Acceptable speech	Acceptable	No target	lgbt
28	Mocno stvarno mocno suditi o djetetu . . .	Acceptable speech	Acceptable	No target	lgbt
29	Utjeha😍	Acceptable speech	Acceptable	No target	lgbt
30	I ne znam kakve veze uopce vjera ima sa iseljavanjem!Ljudi odlaze radi egzistencije i boljeg zivota.Radi nase politike draga moja...Pobrkala si neke stvari nazalost.	Other offensive	Offensive	Commenter	lgbt
31	Nakaze	Background offensive	Offensive	Topic	lgbt
32	Sva sreca sto socjalno ne pokriva ovu tesku bolest...koliko ima bolesnika hrvatsko zdrastvo bi bankrotiralo	Background offensive	Offensive	Topic	lgbt
33	Gde ide covecanstvo	Background offensive	Offensive	Topic	lgbt
34	btw ako ste toliko toleranti zašto onda nazivate primitivčinama ljude koji ne misle kao i vi, to nije tolerancija to se zove preserancija!	Other offensive	Offensive	Commenter	lgbt
35	Ne moras gledat. Odjebi i odi cuvat koze seljacino	Other offensive	Offensive	Commenter	lgbt
36	Pedercine mamu im	Background offensive	Offensive	Topic	lgbt
37	za povorku naravno uvijek	Acceptable speech	Acceptable	No target	lgbt
38	Bolesna vlada..njkakvo cudo..sto manjina ostvari prljavi naum	Background offensive	Offensive	Topic	lgbt
39	znaš ja sam bio u onoj manjini koja je izašla van kad je trebalo. Za moj kurac ne brini ima ga tko drkati a ovo je javna mreža demokracija (navodno) je na vlasti pa mogu reći što želim. Ako ti se ne sviđa moje mišljenje zaobiđi ga!	Inappropriate	Acceptable	No target	lgbt
40	Kaj ce vam policija????	Acceptable speech	Acceptable	No target	lgbt
41	Pedere na vrbe	Background violence	Acceptable	Topic	lgbt
42	Udrite tu gamad!!!!!!!!!!!!!!!!!!!!!	Background violence	Acceptable	Topic	lgbt
43	Na goli otok !! Pad mater !!	Background violence	Acceptable	Topic	lgbt
44	DERPI-NE	Background offensive	Offensive	Topic	lgbt
45	Bravo Zagrebe!!!	Acceptable speech	Acceptable	No target	lgbt
46	Nemoj tako Ivica dragi to su bolesni ljudi, nitko nezna što ga čeka u životu njih treba liječiti,	Background offensive	Offensive	Topic	lgbt
47	Samo se vi tucajte I dalje od moje.......	Background offensive	Offensive	Topic	lgbt
48	Još če ih i drotovi tuč	Background violence	Acceptable	Topic	lgbt
49	neka si gorane, samo budi, by the way ova na slici gore lijevo s irokeziom mi je frendica, ajme koja žena,da je samo vidiš, faca mrak tijelo mrak, povalio bi ju samo da ti da,vjeruj uz sve te tetovaže upucabvao bi joj se, al mislim i da je hetero ne bi išlo, zašto? a pa zato brate što je 21. st i ko više može trpit primate	Other offensive	Offensive	Commenter	lgbt
50	Luca 👍	Acceptable speech	Acceptable	No target	lgbt
51	Upalis crtic pederi..upalis film pederi,..ugasis tv upalis radio..prica o pederima...ugasis radio,odes do grada kad ono peder parada,odjuris do crkve ides se ispovidit cekas red i cujes da je svecenik pedofil peder....za popizdit koliko malo prava i paznje imaju...inace lezbe nemojte se osjetit zapostavljeno,i vi ste pederi ...i nemojte mi slucajno neke homofob sheme...nisan homofob al ne upirite vise narod,to je vasa stvar i drzite je doma za sebe ka i svi a ne paradirat okolo goli i drpat se a mi normalni za to dobijemo prijavu neprimjereno ponašanje!!	Background offensive	Offensive	Topic	lgbt
52	Svi SDPovci se moraju prisjetiti da je drug Tito za javno iskazivanje homoseksualnosti bacao u zatvor na više godina.	Acceptable speech	Acceptable	No target	lgbt
53	Zivi i pusti da zivei drugi,ali ne preteruj sa velicanjem nekih -jer ni moju majku niste tako velicali,koja je troje djece odhranila--a na sta vam lici sva ova sprdacina onih koji kada nestanu iza sebe nece nikoga ostaviti--sa njima se sve zavrsava--i to li je za festu?	Background offensive	Offensive	Topic	lgbt
54	daj mahni kameri da te vidim 😂	Acceptable speech	Acceptable	No target	lgbt
55	Ne reklamiraju se, nego protestiraju.	Acceptable speech	Acceptable	No target	lgbt
56	Dajte sirotinji za tu lovu bi oni uzivali a ne ove pedercine lezbace fuj	Background offensive	Offensive	Topic	lgbt
57	Da Mare imas pravo uzas bolesnici	Background offensive	Offensive	Topic	lgbt
58	Dejan Budimir Tin Stojanac mislim da sam vas upravo vidio :D	Acceptable speech	Acceptable	No target	lgbt
59	"Vaša stvar? Jasno, no dali mi hetero izlazimo na ulice i vičemo ""MI SMO HETERO"". Sakrijte se negdje, radite šta god poželite, al čemu sve te javne parade, nepotrebno, da se iskažete šta ste vi? Tek time se iskazuje primitivizam."	Background offensive	Offensive	Topic	lgbt
60	atomsku bombu	Background violence	Acceptable	Topic	lgbt
61	https://hr.wikipedia.org/wiki/Zajednica_LGBT_osoba	Acceptable speech	Acceptable	No target	lgbt
62	Strašno	Background offensive	Offensive	Topic	lgbt
63	Zbog lezbaća	Background offensive	Offensive	Topic	lgbt
64	cime se budala hvali pametan se srami!	Background offensive	Offensive	Topic	lgbt
65	Gdje je Plenković????	Acceptable speech	Acceptable	No target	lgbt
66	Mater vam jebem	Background offensive	Offensive	Topic	lgbt
67	Borise, jesi li pao biologiju u osnovnoj školi?	Other offensive	Offensive	Commenter	lgbt
68	Ludo, sve. Pedercine.	Background offensive	Offensive	Topic	lgbt
69	sledeci put da organizuju paradu na nekom otoku,posto ih samo ima 400...nece niko da ih dira tamo :)	Background offensive	Offensive	Topic	lgbt
70	Koja oni to prava nemaju kao i mi??	Acceptable speech	Acceptable	No target	lgbt
71	Bravo Zagrebe!	Acceptable speech	Acceptable	No target	lgbt
72	I pedofili zele samo normalno zivjeti...i zoofili takodjer... sta sad??	Background offensive	Offensive	Topic	lgbt
73	Brrrrrrrr......	Acceptable speech	Acceptable	No target	lgbt
74	bilo bi lepo da si bar nešto pametno naućila u životu da radis.	Other offensive	Offensive	Commenter	lgbt
75	To ste namistili jer ste znali da će taj dan doći 3 cruzera u grad pa eto svi došli zbog vas a ja i znam još mnoge koji su mogli pobigli su taj dan da izbjegnu sve to	Background offensive	Offensive	Topic	lgbt
76	Kontra čega ili koga prosvjed,ne serite sa slobodom.Odnosno ne serite slobodno.	Background offensive	Offensive	Topic	lgbt
77	Sad ih u vladu poslati da one idiote izjebu	Other offensive	Offensive	Other	lgbt
78	Brescakovic Katarina Daj ubij to	Background violence	Acceptable	Topic	lgbt
79	Ja nikako ne kužim kakve veze imaju Radnička fronta i pederi? Znači radnici podržavaju izopačeno ponašanje	Background offensive	Offensive	Topic	lgbt
80	Sad neka im opet bace suzavac	Background violence	Acceptable	Topic	lgbt
81	glupost poput tvoje je bolest	Other offensive	Offensive	Commenter	lgbt
82	Nemam ništa protiv nikog,svatko neka radi što želi to je njegov stav zivotni...,ali kad se obitelj sa malom djecom izbacuje na ulicu,nema Vas nigdje,žalosno narode!!!😯	Background offensive	Offensive	Topic	lgbt
83	To nikako nije išlo normalne ljude, od bilo kud. Svaka čast tebi.	Acceptable speech	Acceptable	No target	lgbt
84	"Za ovo postoji samo jedan komentar: ""žalosno i jadno""."	Background offensive	Offensive	Topic	lgbt
85	Majku vi jebem !!!!	Background offensive	Offensive	Topic	lgbt
86	Mrs seljacino smrdljiva	Other offensive	Offensive	Commenter	lgbt
87	...igor zna sve...on je na svakoj temi svakom loncu poklopac....	Other offensive	Offensive	Commenter	lgbt
88	Hahahahahahahahahah	Acceptable speech	Acceptable	No target	lgbt
89	Anglikanci su vjera ne sekta,poglavar Crkve im je Kraljica.	Acceptable speech	Acceptable	No target	lgbt
90	treba ih istući da se ne pojavljuju više!	Background violence	Acceptable	Topic	lgbt
91	Kakve jebene veze imaju fasizam i sa pederima	Background offensive	Offensive	Topic	lgbt
92	"A možda nisi nikad vidio picu pa voliš u guzu primati😂 ja uvijek mogu počupati obrve a ti ćeš uvijek biti""nastran "" tvoja riječ a ja kažem pederčina"	Background offensive	Offensive	Commenter	lgbt
93	Jhebem vam mater pedersku	Background offensive	Offensive	Topic	lgbt
94	Nek se slobodno žene pa nek vide da ne propuštaju nista pametno	Acceptable speech	Acceptable	No target	lgbt
95	možda je bil i zetovac u povorci	Acceptable speech	Acceptable	No target	lgbt
96	Ahhaahahhaa zakon :-)	Acceptable speech	Acceptable	No target	lgbt
97	hrpa luđaka	Background offensive	Offensive	Topic	lgbt
98	Koliko njih,, 2 ili 3 a možda i 4,, to nije svećenstvo jego neki nastrani u odori svećenika..	Other offensive	Offensive	No target	lgbt
99	Ma ko diro štrunfa malog,ko ??	Acceptable speech	Acceptable	No target	lgbt
100	Povorka sranja. Ne razumijem to paradiranje i nikad necu. Sto moras nabijat na nos svima sta si. Fuj stoko nenormalna	Background offensive	Offensive	Topic	lgbt
101	Ludnica na čelu sa štromarom	Background offensive	Offensive	Topic	lgbt
102	Pa normalno da je tamo kad je pederčina šupačka	Background offensive	Offensive	Topic	lgbt
103	"stopa otpada od judeokršćanskog morala i ""invazija divljaka iz Orijenta""; kakav tragikomični paradoks!"	Acceptable speech	Acceptable	No target	lgbt
104	Bas kao sto su i oni katolici!	Acceptable speech	Acceptable	No target	lgbt
105	Ma ti si drolja jednostavno haha	Other offensive	Offensive	Commenter	lgbt
106	nemam nista protiv...al' ako se tebi flauta belegija??pa ne mora cijeli svijet znat za to...	Background offensive	Offensive	Topic	lgbt
107	, ja ne želim uopće ulaziti u tko se s kim bavi , najiskreniji humanizam je kad se ne ističe u javnosti, tako da ne želim ulaziti u to tko je humanitaran a tko ne, i da ja te ne poznam , niti ikoga sa ove rasprave pa svi pišemo svoja mišljenja. Ne želim da se ljudi osjećaju povrijeđeni ako je neko napisao svoj komentar a najmanja mi je želja da se ljudi ovako ružno časte jer NITKO SE NEĆE PREOKRENUTI pa tako da sve ostaje isto , pozdrav svima i ugodan dan vam želim	Acceptable speech	Acceptable	No target	lgbt
108	Drago Mi je sto was je Svake godine sve vise	Acceptable speech	Acceptable	No target	lgbt
109	nemojmo generalizirati i pretpostavljati, nisu sve žene iste, kao ni muškarci. Inače, kad govorimo o onome što je normalno, a što nije.. Da bi znali pravo značenje riječi, treba gledati njezin korijen. A riječ ''normalan'' dolazi od lat.normalis, što znači 'napravljen u skladu s drvodjelskim kvadrom', drugim riječima ukalupljen. Onaj tko za sebe kaže da je normalan, samo potvrđuje činjenicu da nesvjesno ili svjesno slijedi nametnute zakone, propise i običaje ili ono što radi većina. Npr. u kanibalističkim zajednicama je normalno konzumirati ljudsko meso. U arapskim zemljama je normalno da muškarac oženi više žena. Da ne nabrajam dalje... Kad meni netko kaže da nisam normalna, ja mu se od srca najiskrenije zahvalim.	Acceptable speech	Acceptable	No target	lgbt
110	Bas me zanima gdje su kad radnici strajkaju zbog mjesecima neisplacenih placa, delozacija,mita,korupcije,pljacke obicnih ljudi i radnika. Evo sad ce smak svijeta ako citava drzava nece protestirat. BOZE DRAGI SIDI PA VIDI	Other offensive	Offensive	Related to topic	lgbt
111	sramota da i to moramo gledat neka odu u sibir paradirat!	Background offensive	Offensive	Topic	lgbt
112	Ma nemoj. Da vidiš il znaš nekoga ko je peder nalupa bi ga jer si zadrto kopile staro	Other offensive	Offensive	Commenter	lgbt
113	TAKO JE..........	Acceptable speech	Acceptable	No target	lgbt
114	@ Franko To i ja kazem. zibot je prekratak da bi mrzio zato jer ti se mrzi. danas mrzim pedere je marsiraju, sutra mrzim titove pionire jer slave komunisticki praznik, onda cu mrzit susjeda jer ima bolji auto od mene. pa to je neka zesca patologija.	Acceptable speech	Acceptable	No target	lgbt
115	Jel' su to članovi Torcide na čelu kolone?	Other offensive	Offensive	Other	lgbt
116	Nisu bolesni. Ako te ne diraju i nemaju veze s tobom, a nemaju... pusti ih. Nikog ne treba osudjivati. Zivimo u 21.stoljecu. Nemoj zaboraviti to.	Acceptable speech	Acceptable	No target	lgbt
117	A to se zna da je on tamo ko da više on nebira samo da se plati	Other offensive	Offensive	No target	lgbt
118	gay su smrtni grijeh protiv Boga i crkva!!	Background offensive	Offensive	Topic	lgbt
119	SRAMOTAAAAA!!!!!!!!!!ZDS	Background offensive	Offensive	Topic	lgbt
120	drkaj kod kuće	Background offensive	Offensive	Topic	lgbt
121	Marina, slažem se da ne treba generalizirati. Postoje zaista ljudi poput tebe i Franka koji ne djeluju kao divljaci. Činjenica je međutim da, ako si pratila anti-gay skupove, najveći divljaci redovito na sebi nose križeve i pozivaju se na crkvu u svojoj borbi. Ispričavam se ako sam te izjednačio s takvima.	Other offensive	Offensive	Other	lgbt
122	mrs	Background offensive	Offensive	Topic	lgbt
123	Nitko nije izborio svoja prava stojeći doma.	Acceptable speech	Acceptable	No target	lgbt
124	"negdje sam pročitala da takovi tiopovi udruga žive od svoje ugroze , ako je nema mora se proizvesti, anonimnost je najveća kazna za perverzan način života zato su akcije tipa ""Prazan grad "" u Splitu pravi lijek.... ono povorka : homoseksualci i policija ..... to bi trebao postati brend ."	Background offensive	Offensive	Topic	lgbt
125	de zajebavam te :p al opet, '91 i gay parada nisu ni najmanje povezane hahah	Inappropriate	Acceptable	No target	lgbt
126	Pa di je kraj...kaj sve to pederiiipa neka se vole za sebe zasto uopce trazit ikakva prava ...da li mi trazimo kakva prava za normalnoooo tolerantnih mi osoba ovdje u p.m.	Background offensive	Offensive	Topic	lgbt
127	Луда работа	Acceptable speech	Acceptable	No target	lgbt
128	Mijesta? Kad naučiš hrvatski jezik onda se možeš hvaliti sa hrvatskom zastavom. I općenito imati pravo glasa. 😘	Other offensive	Offensive	Commenter	lgbt
129	"A to sta su ""Adam i Eva"" imali djecu koja su se medusobno mnozila ti je ok? Cirkus hahaha"	Acceptable speech	Acceptable	No target	lgbt
130	Hahaha kaj si bolesna ti	Other offensive	Offensive	Commenter	lgbt
131	Ajme sto smo licemjeran narod..pustite da svatko radi sa svojim zivotom sto zeli i kako zeli..jer cetiri zida svasta trpe..tako da o cem pricamo..svaka hiza ima kriza neko vise neko manje..najlakse je osudivati nekoga..svatko sa svojim zivotom radi sto zeli..tko sam ja da nekog osudujem za bilo sto..ne pada mi napamet..zivi zivot kako znas i pusti druge da zive..:)	Acceptable speech	Acceptable	No target	lgbt
132	Parada srmote	Background offensive	Offensive	Topic	lgbt
133	"Evo ja se pitam zbog cega ste tu povorku nazvali ""povorka ponosa""...da dobijete po nosu ili necem drugom?"	Background offensive	Offensive	Topic	lgbt
134	Jabi vamo sklopio mjesto za vas pase tamo jebite svi nastarani da vise nikada ne vidite svitlo dana ulice Jel ste problem za djecu i normalni život tuj	Background offensive	Offensive	Topic	lgbt
135	Čega se pametan stidi, time se budala ponosi !!!	Background offensive	Offensive	Topic	lgbt
136	Moguce,tu smo odma na pocetku	Acceptable speech	Acceptable	No target	lgbt
137	my man. 😊 Tako jednostavno a nekima neshvatljivo.	Acceptable speech	Acceptable	No target	lgbt
138	Ja san mislija da se ovo u nas više ne održava. Kad ćemo mi normalni napravit svoju paradu da pokažemo svitu da smo normalni i da želimo svoja prava	Background offensive	Offensive	Topic	lgbt
139	Pedercina	Background offensive	Offensive	Topic	lgbt
140	❤	Acceptable speech	Acceptable	No target	lgbt
141	I ovo je normalno?	Background offensive	Offensive	Topic	lgbt
142	Ne kužim kak nitko nije primjetio jednu bitnu stvar kod tih ljudi , koja bi im mogla biti od velike koristi ali bi ih i promjenila u normalne ljude.	Background offensive	Offensive	Topic	lgbt
143	Jeli onda mi nađi u bibliji šta je Bog rekao o gey ljudima?	Acceptable speech	Acceptable	No target	lgbt
144	Ovo je veliki problem Koji nosi masivne posljedice uskoro ce te pedercine biti ucitelji I tako slicno na pozicijama I ohrabrivati mladu I zbunjenu generaciju kako je to uredu biti peder	Background offensive	Offensive	Topic	lgbt
145	Ja mislim da je prije ovo bolesno https://www.facebook.com/24sata/posts/1668473616520509 Evo ti hrvatski narod	Acceptable speech	Acceptable	No target	lgbt
146	"Tužno je Mirjana to što u Hrvatskoj poput tebe, nažalost ima previše nepismenih budala koje ne znaju napisat ""neće"" i ""općenito""onako kako se piše sa mekim ć. i šta sad, da te gađamo u glavurdu kamenom jer si nepismena ili da te žalimo zbog toga?rađe ovo prvo, šuplja ti glava pa neće boljet"	Other offensive	Offensive	Commenter	lgbt
147	kakvi komentari...strasno...zbilja ste neobrazovani ili se bojite svoje seksualnosti...	Other offensive	Offensive	Commenter	lgbt
148	Mrš u pozdu materimu	Background offensive	Offensive	Topic	lgbt
149	nisam znao da ima ovoliko pederčina i lezbača....	Background offensive	Offensive	Topic	lgbt
150	neće navući bijes naroda jer oni nisu narodu ništa krivi. navući će bijes netolerantnih budala ali toga uvijek i svuda ima :(. za patnje naroda su krivi neki drugi a i ovi su oni koji pate sa svima nama. to što nose dugine boje ne znači da im je život bajka :)	Other offensive	Offensive	Other	lgbt
151	Mislim da ti ljudi zasluzujupodrsku od nas sviju kad nemogu drugcije doci do svoih prava samo naprijed trazite sto vam pripada pa cak i zakonit brak sretno	Acceptable speech	Acceptable	No target	lgbt
152	Tako je marioo ....ali nosiii rodoo skare hahah	Acceptable speech	Acceptable	No target	lgbt
153	70 pedera Split košta za jedan dan osiguranja parade da bi mogli svi beskućnici imati za hranu 19 dana da se sami financiraju ne bi paradirali	Background offensive	Offensive	Topic	lgbt
154	Glupo ti pitanje!! Procitaj post ispočetka	Other offensive	Offensive	Commenter	lgbt
155	Mocno stvarno mocno suditi o djetetu . . .	Acceptable speech	Acceptable	No target	lgbt
156	kog boli rac?	Background offensive	Offensive	No target	lgbt
157	Majka priroda kad se igra jako je okrutna	Background offensive	Offensive	Topic	lgbt
158	Nika Cajic - svaka cast!	Acceptable speech	Acceptable	No target	lgbt
159	Ajme koliko cudaka	Background offensive	Offensive	Topic	lgbt
160	odjebi maleni	Other offensive	Offensive	Commenter	lgbt
161	to sam bas ja rekla...	Acceptable speech	Acceptable	No target	lgbt
162	Sto se ne sakupe tako i ociste smece po gradu i posade cvijece....za to se nema vremena sramota	Background offensive	Offensive	Topic	lgbt
163	hahah...neka neka...i ovo ima...	Acceptable speech	Acceptable	No target	lgbt
164	fujjjjjj	Background offensive	Offensive	Topic	lgbt
165	Pedercine sugave	Background offensive	Offensive	Topic	lgbt
166	Ima mene i te kako. Lol	Acceptable speech	Acceptable	No target	lgbt
167	Nema to veze sa ljubavi,,to je opasna bolest.	Background offensive	Offensive	Topic	lgbt
168	ja sam pristojno i komentirala,i zaista me ne zanimaju oni i njihova orjentacija,,,nebitni su za mene,,,,no to ne znači da ih osuđujem,,lijepo sam napisala svatko živi kako hoće....pa tako i vi....i zaista me ne zanima,no oni uporno to pokazuju na ulici....iz glave,a ne s internta,,,,tamo ionako novinari pišu što žele i hoće,a u najgorem slučaju po direktivi.....	Other offensive	Offensive	No target	lgbt
169	Pa naravno da nema smisla za tebe, jer si skoz polupana a i obellezena si vec da se zna na cijoj si strani. Hvalis se timm nakaradnim tetovažama, jer ti je to jedino čime imaš da se pohvališ, kada uma nemaš. Ti si samo za žaljenje, jer nisi svesna u čega si se uplela sa tim okultnim tetovažama. Posle kada te snađe neka nevolja, možda ćes se setiti religoznih ljudi, koji te ne mrze i žele ti da se iskreno pokaješ, obratiš Bogu i počneš da živiš moralno i pošteno,naravno i da skineš te gadove sa tvoje lep mlade kože, a ne da se tako ubogaljiš.	Other offensive	Offensive	Commenter	lgbt
170	Pa što onda...što me briga za pedere...nej se....	Background offensive	Offensive	Topic	lgbt
171	😂😂😂😂😂	Acceptable speech	Acceptable	No target	lgbt
172	Svakim danom, sve više postajemo, zemlja majmuna.	Background offensive	Offensive	Topic	lgbt
173	Gasi mjesalicu, motaj kablove...	Other offensive	Offensive	Commenter	lgbt
174	Ne razumijem čemu ovo? Ljudi dragi volite koga i sta hočete. Da li mi netko može objasniti što žele?	Acceptable speech	Acceptable	No target	lgbt
175	e moje komsije :(	Acceptable speech	Acceptable	No target	lgbt
176	Budaletina	Other offensive	Offensive	Related to topic	lgbt
177	Ima ih čak tisuću i to iz Hrvatske, Slovenije, Srbije, Bosne, Crne Gore, Makedonije, Albaniije, Kosova, jesam koga zaboravila?	Acceptable speech	Acceptable	No target	lgbt
178	imas neku bolest u glavi...sigurno...!!!	Other offensive	Offensive	Commenter	lgbt
179	Zar I njihova ljubav brzo prolaxi	Acceptable speech	Acceptable	No target	lgbt
180	Eto to su hodajuće spolne bolesti...	Background offensive	Offensive	Topic	lgbt
181	Hahaha da al nedaju p.... Muskima bolje im da si pivske flase turaju lezbe i pwderi nek sami sebi decu delaju	Background offensive	Offensive	Topic	lgbt
182	nisam ti ja poklonik niti član tih udruga. U doba mog djetinjstva nisam niti znao znacenje te riječi.	Acceptable speech	Acceptable	No target	lgbt
183	Josipe,sta ga toliko grlis,nece ti ga nitko otet	Acceptable speech	Acceptable	No target	lgbt
184	Dosadnoooo....ajte bilo proslo ajmo dalje.	Background offensive	Offensive	Topic	lgbt
185	Jeben im majke u guzu	Background offensive	Offensive	Topic	lgbt
186	Jadno i sramotno, neznam kome to sluzi i jadni su politicari koji na tim likovima skupljaju bodove. Kome se oni dokazuju kada nisu nikome zanimljivi.	Background offensive	Offensive	Topic	lgbt
187	Triba tebi isić cilu familju na fete izrode zadrti.	Other violence	Acceptable	Commenter	lgbt
